AssessmentID,AssessmentName,AssessmentType,ApplicableRoles,DifficultyLevel
1226,Behavioral Assessment 227,Behavioral,"['Project Manager', 'HR Manager', 'AI Engineer']",Hard
1227,Personality Assessment 228,Personality,"['Marketing Executive', 'Blockchain Developer', 'UX Designer', 'QA Engineer', 'Support Engineer', 'Logistics Coordinator']",Medium
1228,Personality Assessment 229,Personality,"['Retail Manager', 'Blockchain Developer', 'Data Scientist', 'Product Manager', 'Finance Analyst', 'Content Strategist']",Medium
1229,Personality Assessment 230,Personality,"['Product Manager', 'Medical Officer', 'Retail Manager', 'Consultant']",Easy
1230,Personality Assessment 231,Personality,"['Team Lead', 'QA Engineer', 'System Architect']",Hard
1231,Behavioral Assessment 232,Behavioral,"['Support Engineer', 'Finance Analyst', 'Project Manager', 'Operations Manager', 'Medical Officer', 'Customer Service Rep']",Easy
1232,Situational Assessment 233,Situational,"['Operations Manager', 'Consultant', 'Software Engineer']",Medium
1233,Behavioral Assessment 234,Behavioral,"['Customer Service Rep', 'UX Designer']",Medium
1234,Situational Assessment 235,Situational,"['Medical Officer', 'Project Manager', 'Support Engineer', 'Product Manager', 'Consultant', 'Finance Analyst']",Hard
1235,Situational Assessment 236,Situational,"['Digital Marketer', 'Consultant', 'Business Analyst', 'Support Engineer', 'Legal Associate', 'IT Administrator']",Easy
1236,Technical Assessment 237,Technical,"['DevOps Engineer', 'Retail Manager', 'Digital Marketer', 'Graphic Designer', 'QA Engineer']",Hard
1237,Cognitive Assessment 238,Cognitive,"['Data Scientist', 'Software Engineer', 'IT Administrator', 'QA Engineer', 'UX Designer', 'Retail Manager']",Easy
1238,Cognitive Assessment 239,Cognitive,"['AI Engineer', 'Customer Service Rep', 'Business Analyst']",Easy
1239,Technical Assessment 240,Technical,"['Content Strategist', 'IT Administrator', 'Marketing Executive', 'Software Engineer', 'Operations Manager', 'Graphic Designer']",Easy
1240,Situational Assessment 241,Situational,"['Legal Associate', 'Marketing Executive', 'Support Engineer', 'Content Strategist']",Hard
1241,Technical Assessment 242,Technical,"['Operations Manager', 'Retail Manager', 'Finance Analyst', 'System Architect', 'HR Manager', 'AI Engineer']",Easy
1242,Technical Assessment 243,Technical,"['IT Administrator', 'Digital Marketer', 'Cybersecurity Analyst', 'HR Manager', 'Content Strategist']",Easy
1243,Personality Assessment 244,Personality,"['Data Scientist', 'Software Engineer', 'Project Manager', 'Finance Analyst', 'Nurse Manager', 'Medical Officer']",Medium
1244,Situational Assessment 245,Situational,"['Customer Service Rep', 'Graphic Designer', 'Blockchain Developer', 'Project Manager']",Medium
1245,Behavioral Assessment 246,Behavioral,"['Nurse Manager', 'AI Engineer', 'Content Strategist', 'Customer Service Rep']",Medium
1246,Technical Assessment 247,Technical,"['Project Manager', 'Software Engineer', 'Graphic Designer', 'QA Engineer']",Hard
1247,Cognitive Assessment 248,Cognitive,"['DevOps Engineer', 'Business Analyst', 'Digital Marketer', 'Data Scientist', 'Retail Manager']",Easy
1248,Behavioral Assessment 249,Behavioral,"['System Architect', 'Logistics Coordinator', 'DevOps Engineer']",Easy
1249,Personality Assessment 250,Personality,"['HR Manager', 'Medical Officer']",Hard
1250,Behavioral Assessment 251,Behavioral,"['Digital Marketer', 'HR Manager', 'Legal Associate', 'Consultant', 'Business Analyst', 'AI Engineer']",Medium
1251,Cognitive Assessment 252,Cognitive,"['Data Scientist', 'Software Engineer', 'Legal Associate']",Hard
1252,Technical Assessment 253,Technical,"['Support Engineer', 'Software Engineer', 'IT Administrator', 'Business Analyst', 'Customer Service Rep', 'AI Engineer']",Easy
1253,Personality Assessment 254,Personality,"['Blockchain Developer', 'DevOps Engineer', 'Marketing Executive', 'Support Engineer', 'Team Lead']",Medium
1254,Situational Assessment 255,Situational,"['Consultant', 'Business Analyst', 'DevOps Engineer']",Easy
1255,Behavioral Assessment 256,Behavioral,"['DevOps Engineer', 'Legal Associate']",Medium
1256,Cognitive Assessment 257,Cognitive,"['Team Lead', 'Consultant', 'Sales Executive']",Medium
1257,Personality Assessment 258,Personality,"['Data Scientist', 'IT Administrator', 'Support Engineer', 'Cybersecurity Analyst', 'Marketing Executive', 'HR Manager']",Medium
1258,Cognitive Assessment 259,Cognitive,"['Nurse Manager', 'Digital Marketer', 'Business Analyst', 'AI Engineer']",Easy
1259,Cognitive Assessment 260,Cognitive,"['System Architect', 'Software Engineer']",Hard
1260,Behavioral Assessment 261,Behavioral,"['Consultant', 'AI Engineer', 'QA Engineer', 'Sales Executive', 'IT Administrator']",Hard
1261,Cognitive Assessment 262,Cognitive,"['Logistics Coordinator', 'DevOps Engineer']",Easy
1262,Technical Assessment 263,Technical,"['Retail Manager', 'Medical Officer', 'Project Manager', 'DevOps Engineer', 'Software Engineer']",Hard
1263,Personality Assessment 264,Personality,"['Retail Manager', 'Medical Officer', 'Data Scientist']",Medium
1264,Behavioral Assessment 265,Behavioral,"['Logistics Coordinator', 'AI Engineer', 'Customer Service Rep', 'System Architect']",Easy
1265,Cognitive Assessment 266,Cognitive,"['DevOps Engineer', 'Retail Manager', 'Project Manager']",Easy
1266,Technical Assessment 267,Technical,"['Software Engineer', 'Nurse Manager', 'Retail Manager', 'IT Administrator', 'Business Analyst']",Medium
1267,Cognitive Assessment 268,Cognitive,"['Cybersecurity Analyst', 'Retail Manager', 'Product Manager']",Easy
1268,Cognitive Assessment 269,Cognitive,"['Cybersecurity Analyst', 'Sales Executive', 'Content Strategist', 'Digital Marketer', 'Graphic Designer', 'QA Engineer']",Hard
1269,Behavioral Assessment 270,Behavioral,"['System Architect', 'HR Manager', 'Data Scientist', 'Graphic Designer']",Medium
1270,Technical Assessment 271,Technical,"['Product Manager', 'QA Engineer']",Hard
1271,Behavioral Assessment 272,Behavioral,"['Marketing Executive', 'Support Engineer']",Easy
1272,Cognitive Assessment 273,Cognitive,"['Team Lead', 'Medical Officer', 'Sales Executive', 'Marketing Executive', 'Consultant']",Hard
1273,Situational Assessment 274,Situational,"['Retail Manager', 'Graphic Designer', 'Finance Analyst', 'Operations Manager', 'Cybersecurity Analyst']",Easy
1274,Behavioral Assessment 275,Behavioral,"['Legal Associate', 'Product Manager', 'Software Engineer', 'Team Lead', 'Customer Service Rep', 'Sales Executive']",Hard
1275,Behavioral Assessment 276,Behavioral,"['Cybersecurity Analyst', 'Sales Executive']",Medium
1276,Technical Assessment 277,Technical,"['Medical Officer', 'Graphic Designer', 'QA Engineer', 'Digital Marketer']",Hard
1277,Situational Assessment 278,Situational,"['Retail Manager', 'System Architect', 'Digital Marketer', 'Legal Associate', 'Cybersecurity Analyst', 'Graphic Designer']",Hard
1278,Technical Assessment 279,Technical,"['Cybersecurity Analyst', 'Retail Manager', 'Sales Executive']",Hard
1279,Personality Assessment 280,Personality,"['Customer Service Rep', 'UX Designer', 'Data Scientist', 'AI Engineer', 'QA Engineer', 'Software Engineer']",Easy
1280,Personality Assessment 281,Personality,"['Content Strategist', 'Team Lead', 'AI Engineer']",Easy
1281,Technical Assessment 282,Technical,"['Content Strategist', 'Medical Officer', 'AI Engineer', 'Software Engineer', 'Digital Marketer', 'Business Analyst']",Easy
1282,Cognitive Assessment 283,Cognitive,"['Medical Officer', 'Cybersecurity Analyst', 'Data Scientist']",Easy
1283,Behavioral Assessment 284,Behavioral,"['Team Lead', 'Content Strategist', 'Sales Executive', 'AI Engineer']",Medium
1284,Situational Assessment 285,Situational,"['Software Engineer', 'AI Engineer', 'Operations Manager', 'Support Engineer', 'QA Engineer', 'Retail Manager']",Easy
1285,Cognitive Assessment 286,Cognitive,"['Retail Manager', 'Cybersecurity Analyst']",Hard
1286,Technical Assessment 287,Technical,"['Medical Officer', 'UX Designer', 'AI Engineer']",Medium
1287,Situational Assessment 288,Situational,"['Medical Officer', 'AI Engineer', 'Customer Service Rep', 'Consultant']",Medium
1288,Situational Assessment 289,Situational,"['Nurse Manager', 'Team Lead', 'Graphic Designer', 'HR Manager', 'Content Strategist']",Easy
1289,Technical Assessment 290,Technical,"['Legal Associate', 'Cybersecurity Analyst', 'Logistics Coordinator']",Hard
1290,Personality Assessment 291,Personality,"['Customer Service Rep', 'Content Strategist', 'Project Manager', 'HR Manager']",Medium
1291,Situational Assessment 292,Situational,"['Graphic Designer', 'AI Engineer', 'Medical Officer', 'Software Engineer']",Hard
1292,Situational Assessment 293,Situational,"['Graphic Designer', 'Legal Associate', 'Product Manager']",Easy
1293,Cognitive Assessment 294,Cognitive,"['Customer Service Rep', 'Business Analyst']",Easy
1294,Behavioral Assessment 295,Behavioral,"['Blockchain Developer', 'Graphic Designer', 'IT Administrator', 'Retail Manager', 'Digital Marketer', 'Logistics Coordinator']",Hard
1295,Cognitive Assessment 296,Cognitive,"['Marketing Executive', 'UX Designer', 'AI Engineer']",Easy
1296,Situational Assessment 297,Situational,"['Operations Manager', 'Team Lead', 'Graphic Designer', 'UX Designer']",Hard
1297,Technical Assessment 298,Technical,"['HR Manager', 'Retail Manager', 'System Architect', 'IT Administrator', 'Cybersecurity Analyst']",Hard
1298,Cognitive Assessment 299,Cognitive,"['Data Scientist', 'HR Manager', 'Product Manager', 'QA Engineer']",Easy
1299,Technical Assessment 300,Technical,"['UX Designer', 'IT Administrator', 'Sales Executive', 'Consultant', 'Blockchain Developer', 'Support Engineer']",Hard
1300,Behavioral Assessment 301,Behavioral,"['Team Lead', 'AI Engineer', 'Software Engineer', 'Blockchain Developer']",Hard
1301,Technical Assessment 302,Technical,"['IT Administrator', 'Logistics Coordinator', 'Retail Manager', 'AI Engineer', 'HR Manager', 'Team Lead']",Medium
1302,Cognitive Assessment 303,Cognitive,"['UX Designer', 'Logistics Coordinator', 'AI Engineer']",Easy
1303,Technical Assessment 304,Technical,"['Operations Manager', 'UX Designer']",Easy
1304,Technical Assessment 305,Technical,"['Legal Associate', 'HR Manager']",Hard
1305,Cognitive Assessment 306,Cognitive,"['Blockchain Developer', 'Finance Analyst', 'Sales Executive', 'AI Engineer', 'Team Lead']",Easy
1306,Behavioral Assessment 307,Behavioral,"['Nurse Manager', 'Graphic Designer', 'Team Lead', 'Product Manager', 'System Architect']",Hard
1307,Personality Assessment 308,Personality,"['IT Administrator', 'Finance Analyst']",Medium
1308,Situational Assessment 309,Situational,"['System Architect', 'Product Manager', 'DevOps Engineer']",Easy
1309,Cognitive Assessment 310,Cognitive,"['HR Manager', 'Project Manager', 'Business Analyst', 'Cybersecurity Analyst', 'Legal Associate']",Medium
1310,Situational Assessment 311,Situational,"['UX Designer', 'Software Engineer', 'Medical Officer', 'Legal Associate']",Easy
1311,Technical Assessment 312,Technical,"['Business Analyst', 'Cybersecurity Analyst', 'Consultant', 'Support Engineer']",Easy
1312,Behavioral Assessment 313,Behavioral,"['IT Administrator', 'HR Manager', 'Digital Marketer']",Medium
1313,Personality Assessment 314,Personality,"['Logistics Coordinator', 'Customer Service Rep']",Hard
1314,Personality Assessment 315,Personality,"['Software Engineer', 'Operations Manager']",Medium
1315,Technical Assessment 316,Technical,"['Retail Manager', 'DevOps Engineer', 'Project Manager', 'Sales Executive', 'IT Administrator']",Easy
1316,Personality Assessment 317,Personality,"['QA Engineer', 'Operations Manager']",Hard
1317,Personality Assessment 318,Personality,"['Medical Officer', 'Data Scientist', 'Support Engineer', 'Graphic Designer', 'Customer Service Rep', 'Operations Manager']",Easy
1318,Situational Assessment 319,Situational,"['Medical Officer', 'UX Designer', 'Digital Marketer', 'Customer Service Rep', 'Software Engineer', 'Nurse Manager']",Easy
1319,Technical Assessment 320,Technical,"['AI Engineer', 'Operations Manager', 'Support Engineer']",Hard
1320,Cognitive Assessment 321,Cognitive,"['Retail Manager', 'Sales Executive', 'Consultant', 'DevOps Engineer']",Hard
1321,Technical Assessment 322,Technical,"['Operations Manager', 'Graphic Designer']",Hard
1322,Technical Assessment 323,Technical,"['Support Engineer', 'Logistics Coordinator', 'Marketing Executive', 'QA Engineer']",Easy
1323,Technical Assessment 324,Technical,"['Operations Manager', 'Consultant', 'Data Scientist', 'AI Engineer']",Easy
1324,Technical Assessment 325,Technical,"['Digital Marketer', 'HR Manager', 'Project Manager', 'Customer Service Rep', 'UX Designer', 'Finance Analyst']",Hard
1325,Technical Assessment 326,Technical,"['AI Engineer', 'HR Manager', 'Finance Analyst', 'Business Analyst', 'Content Strategist']",Medium
1326,Behavioral Assessment 327,Behavioral,"['Legal Associate', 'DevOps Engineer', 'AI Engineer', 'System Architect', 'Consultant']",Hard
1327,Behavioral Assessment 328,Behavioral,"['Legal Associate', 'AI Engineer', 'DevOps Engineer']",Medium
1328,Cognitive Assessment 329,Cognitive,"['Graphic Designer', 'Digital Marketer', 'Team Lead']",Medium
1329,Technical Assessment 330,Technical,"['Retail Manager', 'Nurse Manager', 'IT Administrator', 'Business Analyst', 'Team Lead']",Easy
1330,Cognitive Assessment 331,Cognitive,"['Project Manager', 'Team Lead', 'AI Engineer', 'HR Manager', 'Finance Analyst']",Easy
1331,Technical Assessment 332,Technical,"['Retail Manager', 'Operations Manager', 'Digital Marketer', 'HR Manager', 'Project Manager', 'Blockchain Developer']",Medium
1332,Cognitive Assessment 333,Cognitive,"['Consultant', 'System Architect', 'Medical Officer', 'HR Manager', 'Support Engineer', 'Data Scientist']",Medium
1333,Situational Assessment 334,Situational,"['Sales Executive', 'UX Designer', 'Nurse Manager', 'Marketing Executive', 'Product Manager', 'QA Engineer']",Easy
1334,Situational Assessment 335,Situational,"['Customer Service Rep', 'AI Engineer', 'Project Manager', 'Content Strategist']",Hard
1335,Cognitive Assessment 336,Cognitive,"['Sales Executive', 'Medical Officer', 'IT Administrator', 'Operations Manager', 'Logistics Coordinator', 'Graphic Designer']",Easy
1336,Behavioral Assessment 337,Behavioral,"['Team Lead', 'Graphic Designer', 'Retail Manager', 'Software Engineer', 'Support Engineer']",Hard
1337,Technical Assessment 338,Technical,"['Nurse Manager', 'Product Manager', 'HR Manager']",Medium
1338,Behavioral Assessment 339,Behavioral,"['Consultant', 'Team Lead', 'Finance Analyst', 'Blockchain Developer']",Medium
1339,Cognitive Assessment 340,Cognitive,"['Legal Associate', 'Logistics Coordinator']",Medium
1340,Behavioral Assessment 341,Behavioral,"['Operations Manager', 'AI Engineer', 'Nurse Manager']",Hard
1341,Personality Assessment 342,Personality,"['Sales Executive', 'HR Manager', 'Business Analyst', 'Content Strategist', 'Software Engineer']",Hard
1342,Technical Assessment 343,Technical,"['QA Engineer', 'Logistics Coordinator', 'Business Analyst', 'Digital Marketer']",Hard
1343,Cognitive Assessment 344,Cognitive,"['Project Manager', 'QA Engineer', 'Marketing Executive', 'System Architect', 'Business Analyst', 'Blockchain Developer']",Easy
1344,Behavioral Assessment 345,Behavioral,"['Sales Executive', 'Support Engineer', 'Business Analyst', 'QA Engineer']",Medium
1345,Cognitive Assessment 346,Cognitive,"['System Architect', 'Blockchain Developer']",Easy
1346,Situational Assessment 347,Situational,"['Retail Manager', 'System Architect', 'Operations Manager', 'HR Manager']",Hard
1347,Cognitive Assessment 348,Cognitive,"['Team Lead', 'Business Analyst', 'Graphic Designer']",Hard
1348,Cognitive Assessment 349,Cognitive,"['QA Engineer', 'Support Engineer', 'AI Engineer']",Hard
1349,Technical Assessment 350,Technical,"['System Architect', 'Nurse Manager', 'Graphic Designer']",Medium
1350,Cognitive Assessment 351,Cognitive,"['Customer Service Rep', 'Blockchain Developer', 'Medical Officer', 'QA Engineer']",Easy
1351,Personality Assessment 352,Personality,"['Business Analyst', 'Support Engineer', 'Cybersecurity Analyst', 'IT Administrator', 'AI Engineer']",Hard
1352,Technical Assessment 353,Technical,"['Retail Manager', 'Business Analyst', 'Content Strategist', 'Consultant', 'Cybersecurity Analyst']",Medium
1353,Technical Assessment 354,Technical,"['Medical Officer', 'Content Strategist']",Medium
1354,Personality Assessment 355,Personality,"['Product Manager', 'DevOps Engineer', 'Finance Analyst', 'Medical Officer', 'Customer Service Rep', 'System Architect']",Hard
1355,Technical Assessment 356,Technical,"['Legal Associate', 'Blockchain Developer', 'Software Engineer', 'Retail Manager', 'IT Administrator', 'Graphic Designer']",Medium
1356,Personality Assessment 357,Personality,"['Retail Manager', 'Graphic Designer', 'Data Scientist', 'Consultant', 'Operations Manager', 'IT Administrator']",Easy
1357,Technical Assessment 358,Technical,"['DevOps Engineer', 'Team Lead']",Medium
1358,Technical Assessment 359,Technical,"['Data Scientist', 'Support Engineer', 'Business Analyst', 'Retail Manager', 'UX Designer']",Hard
1359,Situational Assessment 360,Situational,"['Data Scientist', 'Digital Marketer', 'Legal Associate']",Easy
1360,Behavioral Assessment 361,Behavioral,"['Graphic Designer', 'HR Manager', 'Blockchain Developer']",Medium
1361,Cognitive Assessment 362,Cognitive,"['AI Engineer', 'Operations Manager', 'Team Lead', 'UX Designer', 'Legal Associate']",Easy
1362,Situational Assessment 363,Situational,"['Customer Service Rep', 'Graphic Designer', 'Finance Analyst', 'DevOps Engineer', 'Nurse Manager', 'Digital Marketer']",Easy
1363,Personality Assessment 364,Personality,"['Sales Executive', 'Nurse Manager']",Hard
1364,Technical Assessment 365,Technical,"['Logistics Coordinator', 'Operations Manager', 'Consultant']",Hard
1365,Behavioral Assessment 366,Behavioral,"['Logistics Coordinator', 'Software Engineer', 'QA Engineer', 'Cybersecurity Analyst', 'Business Analyst', 'Medical Officer']",Hard
1366,Personality Assessment 367,Personality,"['Sales Executive', 'UX Designer', 'Customer Service Rep', 'Team Lead']",Hard
1367,Technical Assessment 368,Technical,"['Consultant', 'System Architect']",Medium
1368,Personality Assessment 369,Personality,"['Logistics Coordinator', 'Software Engineer']",Medium
1369,Cognitive Assessment 370,Cognitive,"['UX Designer', 'Consultant', 'IT Administrator', 'Content Strategist', 'Cybersecurity Analyst', 'Product Manager']",Medium
1370,Technical Assessment 371,Technical,"['Retail Manager', 'AI Engineer', 'Marketing Executive', 'Cybersecurity Analyst', 'Medical Officer', 'Customer Service Rep']",Medium
1371,Behavioral Assessment 372,Behavioral,"['Consultant', 'Finance Analyst', 'Operations Manager', 'UX Designer']",Hard
1372,Cognitive Assessment 373,Cognitive,"['IT Administrator', 'Customer Service Rep', 'Project Manager', 'Legal Associate', 'Sales Executive']",Medium
1373,Situational Assessment 374,Situational,"['UX Designer', 'Marketing Executive', 'Logistics Coordinator', 'Finance Analyst', 'Customer Service Rep']",Hard
1374,Personality Assessment 375,Personality,"['Marketing Executive', 'IT Administrator', 'Blockchain Developer']",Hard
1375,Situational Assessment 376,Situational,"['Finance Analyst', 'Business Analyst', 'Graphic Designer']",Hard
1376,Technical Assessment 377,Technical,"['Finance Analyst', 'HR Manager', 'Blockchain Developer', 'System Architect', 'Data Scientist']",Easy
1377,Behavioral Assessment 378,Behavioral,"['Digital Marketer', 'Operations Manager', 'Content Strategist', 'Consultant', 'QA Engineer']",Medium
1378,Behavioral Assessment 379,Behavioral,"['Marketing Executive', 'Nurse Manager', 'Operations Manager', 'UX Designer', 'AI Engineer']",Medium
1379,Personality Assessment 380,Personality,"['System Architect', 'QA Engineer', 'Operations Manager']",Easy
1380,Behavioral Assessment 381,Behavioral,"['HR Manager', 'Logistics Coordinator']",Medium
1381,Personality Assessment 382,Personality,"['Logistics Coordinator', 'QA Engineer']",Medium
1382,Situational Assessment 383,Situational,"['UX Designer', 'QA Engineer', 'Sales Executive', 'Product Manager', 'Finance Analyst', 'Medical Officer']",Easy
1383,Behavioral Assessment 384,Behavioral,"['Business Analyst', 'Sales Executive']",Hard
1384,Behavioral Assessment 385,Behavioral,"['Data Scientist', 'Software Engineer', 'Business Analyst', 'Support Engineer', 'Logistics Coordinator']",Hard
1385,Technical Assessment 386,Technical,"['Logistics Coordinator', 'Nurse Manager', 'Digital Marketer']",Medium
1386,Cognitive Assessment 387,Cognitive,"['IT Administrator', 'Consultant', 'System Architect', 'Cybersecurity Analyst', 'DevOps Engineer', 'Team Lead']",Hard
1387,Personality Assessment 388,Personality,"['Graphic Designer', 'Software Engineer', 'Consultant', 'Support Engineer']",Medium
1388,Behavioral Assessment 389,Behavioral,"['Blockchain Developer', 'IT Administrator', 'Graphic Designer', 'Team Lead', 'Finance Analyst']",Hard
1389,Cognitive Assessment 390,Cognitive,"['Finance Analyst', 'Legal Associate']",Medium
1390,Personality Assessment 391,Personality,"['Data Scientist', 'UX Designer', 'Project Manager']",Easy
1391,Behavioral Assessment 392,Behavioral,"['Logistics Coordinator', 'Team Lead']",Medium
1392,Personality Assessment 393,Personality,"['Support Engineer', 'Medical Officer', 'Finance Analyst']",Easy
1393,Behavioral Assessment 394,Behavioral,"['HR Manager', 'Operations Manager', 'Support Engineer']",Easy
1394,Technical Assessment 395,Technical,"['Consultant', 'DevOps Engineer', 'UX Designer', 'Finance Analyst']",Easy
1395,Technical Assessment 396,Technical,"['Finance Analyst', 'Operations Manager', 'System Architect', 'Content Strategist', 'Graphic Designer', 'DevOps Engineer']",Medium
1396,Technical Assessment 397,Technical,"['HR Manager', 'Sales Executive', 'Finance Analyst', 'QA Engineer', 'Business Analyst', 'Project Manager']",Medium
1397,Behavioral Assessment 398,Behavioral,"['Retail Manager', 'Project Manager']",Hard
1398,Personality Assessment 399,Personality,"['Consultant', 'Retail Manager']",Hard
1399,Cognitive Assessment 400,Cognitive,"['Customer Service Rep', 'Blockchain Developer']",Hard
1400,Situational Assessment 401,Situational,"['Operations Manager', 'Nurse Manager', 'Project Manager']",Hard
1401,Cognitive Assessment 402,Cognitive,"['Product Manager', 'Customer Service Rep', 'Digital Marketer']",Hard
1402,Cognitive Assessment 403,Cognitive,"['Project Manager', 'Digital Marketer', 'Finance Analyst', 'QA Engineer', 'Software Engineer', 'Medical Officer']",Medium
1403,Behavioral Assessment 404,Behavioral,"['Product Manager', 'DevOps Engineer', 'AI Engineer', 'Finance Analyst', 'Support Engineer', 'IT Administrator']",Medium
1404,Cognitive Assessment 405,Cognitive,"['Content Strategist', 'Marketing Executive', 'Project Manager', 'Data Scientist']",Medium
1405,Personality Assessment 406,Personality,"['IT Administrator', 'UX Designer', 'Support Engineer', 'Blockchain Developer']",Medium
1406,Cognitive Assessment 407,Cognitive,"['Support Engineer', 'System Architect']",Easy
1407,Technical Assessment 408,Technical,"['Graphic Designer', 'Content Strategist', 'Consultant', 'Finance Analyst', 'Digital Marketer']",Medium
1408,Personality Assessment 409,Personality,"['Sales Executive', 'Product Manager', 'Business Analyst']",Hard
1409,Technical Assessment 410,Technical,"['Logistics Coordinator', 'AI Engineer', 'Nurse Manager']",Easy
1410,Technical Assessment 411,Technical,"['Nurse Manager', 'Finance Analyst', 'Sales Executive']",Medium
1411,Personality Assessment 412,Personality,"['Consultant', 'Software Engineer', 'Finance Analyst', 'Cybersecurity Analyst']",Medium
1412,Personality Assessment 413,Personality,"['Project Manager', 'Marketing Executive', 'Customer Service Rep', 'DevOps Engineer']",Hard
1413,Technical Assessment 414,Technical,"['Marketing Executive', 'Product Manager']",Medium
1414,Technical Assessment 415,Technical,"['Product Manager', 'IT Administrator', 'Data Scientist', 'Digital Marketer', 'Business Analyst']",Medium
1415,Technical Assessment 416,Technical,"['Cybersecurity Analyst', 'Operations Manager', 'Marketing Executive', 'Graphic Designer', 'Retail Manager']",Easy
1416,Cognitive Assessment 417,Cognitive,"['System Architect', 'Sales Executive', 'Legal Associate', 'Retail Manager', 'Content Strategist']",Hard
1417,Behavioral Assessment 418,Behavioral,"['Graphic Designer', 'Product Manager', 'QA Engineer', 'Medical Officer', 'Project Manager', 'DevOps Engineer']",Easy
1418,Cognitive Assessment 419,Cognitive,"['Finance Analyst', 'Medical Officer', 'DevOps Engineer', 'AI Engineer']",Easy
1419,Cognitive Assessment 420,Cognitive,"['Graphic Designer', 'Business Analyst', 'Project Manager', 'Consultant', 'Blockchain Developer']",Easy
1420,Personality Assessment 421,Personality,"['Sales Executive', 'Marketing Executive', 'UX Designer', 'Project Manager', 'Finance Analyst', 'Digital Marketer']",Easy
1421,Situational Assessment 422,Situational,"['Customer Service Rep', 'Consultant']",Easy
1422,Cognitive Assessment 423,Cognitive,"['Medical Officer', 'Nurse Manager', 'Consultant']",Easy
1423,Cognitive Assessment 424,Cognitive,"['Support Engineer', 'IT Administrator', 'Project Manager']",Easy
1424,Cognitive Assessment 425,Cognitive,"['System Architect', 'Product Manager', 'Business Analyst', 'Logistics Coordinator', 'Blockchain Developer', 'Customer Service Rep']",Easy
1425,Behavioral Assessment 426,Behavioral,"['Business Analyst', 'UX Designer']",Easy
1426,Cognitive Assessment 427,Cognitive,"['Graphic Designer', 'Nurse Manager']",Easy
1427,Technical Assessment 428,Technical,"['Team Lead', 'Nurse Manager', 'Customer Service Rep', 'HR Manager', 'DevOps Engineer']",Medium
1428,Cognitive Assessment 429,Cognitive,"['Software Engineer', 'Content Strategist']",Hard
1429,Personality Assessment 430,Personality,"['HR Manager', 'Marketing Executive', 'DevOps Engineer', 'AI Engineer', 'Product Manager']",Hard
1430,Cognitive Assessment 431,Cognitive,"['Legal Associate', 'Consultant', 'Marketing Executive']",Medium
1431,Cognitive Assessment 432,Cognitive,"['Retail Manager', 'Medical Officer']",Hard
1432,Technical Assessment 433,Technical,"['Sales Executive', 'Product Manager', 'Operations Manager', 'DevOps Engineer', 'Logistics Coordinator', 'Team Lead']",Medium
1433,Situational Assessment 434,Situational,"['Graphic Designer', 'Team Lead', 'System Architect']",Medium
1434,Technical Assessment 435,Technical,"['Legal Associate', 'AI Engineer', 'Graphic Designer']",Medium
1435,Technical Assessment 436,Technical,"['Cybersecurity Analyst', 'Operations Manager', 'Consultant', 'System Architect']",Hard
1436,Behavioral Assessment 437,Behavioral,"['System Architect', 'Marketing Executive', 'Sales Executive']",Hard
1437,Technical Assessment 438,Technical,"['Graphic Designer', 'Business Analyst', 'HR Manager', 'Project Manager', 'Sales Executive', 'AI Engineer']",Hard
1438,Technical Assessment 439,Technical,"['Digital Marketer', 'Project Manager', 'AI Engineer', 'QA Engineer']",Easy
1439,Technical Assessment 440,Technical,"['Team Lead', 'Finance Analyst', 'IT Administrator', 'Sales Executive', 'UX Designer', 'Retail Manager']",Medium
1440,Behavioral Assessment 441,Behavioral,"['Project Manager', 'Graphic Designer', 'AI Engineer', 'Customer Service Rep', 'Marketing Executive', 'Logistics Coordinator']",Easy
1441,Situational Assessment 442,Situational,"['Operations Manager', 'Business Analyst', 'Marketing Executive', 'Blockchain Developer']",Easy
1442,Situational Assessment 443,Situational,"['Finance Analyst', 'Content Strategist', 'Operations Manager']",Hard
1443,Behavioral Assessment 444,Behavioral,"['Product Manager', 'Cybersecurity Analyst', 'IT Administrator']",Hard
1444,Cognitive Assessment 445,Cognitive,"['Retail Manager', 'Software Engineer', 'QA Engineer', 'Finance Analyst', 'AI Engineer', 'Content Strategist']",Easy
1445,Behavioral Assessment 446,Behavioral,"['Software Engineer', 'Team Lead', 'UX Designer']",Hard
1446,Personality Assessment 447,Personality,"['Legal Associate', 'Customer Service Rep']",Hard
1447,Cognitive Assessment 448,Cognitive,"['QA Engineer', 'Team Lead']",Easy
1448,Behavioral Assessment 449,Behavioral,"['Operations Manager', 'Project Manager', 'Content Strategist', 'Cybersecurity Analyst', 'Sales Executive', 'UX Designer']",Easy
1449,Situational Assessment 450,Situational,"['Customer Service Rep', 'Legal Associate', 'Digital Marketer', 'Project Manager', 'UX Designer']",Medium
1450,Personality Assessment 451,Personality,"['Content Strategist', 'Medical Officer', 'Digital Marketer', 'Product Manager']",Easy
1451,Technical Assessment 452,Technical,"['Digital Marketer', 'Product Manager', 'UX Designer', 'Software Engineer', 'Nurse Manager', 'Retail Manager']",Medium
1452,Behavioral Assessment 453,Behavioral,"['IT Administrator', 'AI Engineer']",Medium
1453,Cognitive Assessment 454,Cognitive,"['Retail Manager', 'DevOps Engineer', 'Medical Officer']",Medium
